geoid,median_income,pct_housing_pre_1950,poverty_rate,children_under_6_rate,minority_share,median_housing_year,acs_year
340010105051,85052.0,0.1588447653429603,,0.04984423676012461,0.04205607476635509,1973.0,2022
340010105052,83657.0,0.22627737226277372,,0.004579517069109076,0.1969192339716903,1982.0,2022
340010105061,87950.0,0.04327666151468315,,0.017805858701895463,0.1964388282596209,1984.0,2022
340010105062,128214.0,0.030303030303030304,,0.05032822757111598,0.1570021881838074,1987.0,2022
340010105063,103750.0,0.042682926829268296,,0.04024496937882765,0.15748031496062997,1982.0,2022
340010106001,57263.0,0.11791383219954649,,0.03838383838383838,0.5404040404040404,1973.0,2022
340010106002,70275.0,0.2642857142857143,,0.0709812108559499,0.40848990953375086,1961.0,2022
340010106003,46463.0,0.4838709677419355,,0.0,0.5139442231075697,1951.0,2022
340010106004,23333.0,0.38524590163934425,,0.05763688760806916,0.6152737752161384,1956.0,2022
340010107001,132391.0,0.16268980477223427,,0.06608357628765792,0.04956268221574345,1959.0,2022
340010107002,113056.0,0.1984251968503937,,0.03664921465968586,0.09947643979057597,1977.0,2022
340010107003,89464.0,0.0678617157490397,,0.05372082782915016,0.04359313077939231,1975.0,2022
340010107004,69239.0,0.1598984771573604,,0.05241935483870968,0.5372983870967742,1973.0,2022
340010108001,56419.0,0.17537313432835822,,0.01177336276674025,0.24282560706401768,1981.0,2022
340010108002,78813.0,0.13545816733067728,,0.036374133949191687,0.10277136258660513,1975.0,2022
340010109001,99688.0,0.14392803598200898,,0.0,0.2891478514202477,1987.0,2022
340010109002,,0.22778675282714056,,0.016680567139282735,0.30316930775646367,1968.0,2022
340010109003,,0.17276887871853547,,0.017650025214321734,0.2904689863842662,1968.0,2022
340010110001,73611.0,0.6526806526806527,,0.056137012369172214,0.27497621313035203,1941.0,2022
340010110002,122917.0,0.19407407407407407,,0.051822323462414575,0.12699316628701596,1973.0,2022
340010111001,,0.22772277227722773,,0.19230769230769232,0.2638640429338104,1983.0,2022
340010111002,69688.0,0.5766871165644172,,0.10746268656716418,0.4298507462686567,1938.0,2022
340010111003,76321.0,0.17415730337078653,,0.051201671891327065,0.08986415882967602,1971.0,2022
340010112011,122941.0,0.13071895424836602,,0.014365522745411013,0.10534716679968081,1972.0,2022
340010112012,81458.0,0.03940886699507389,,0.04330708661417323,0.1476377952755905,1968.0,2022
340010112021,91953.0,0.17903930131004367,,0.04736609119079239,0.16688800354139,1964.0,2022
340010112022,52066.0,0.0,,0.024154589371980676,0.0628019323671497,1985.0,2022
340010112023,83971.0,0.03089887640449438,,0.10294784580498866,0.163718820861678,1965.0,2022
340010112024,48095.0,0.05089820359281437,,0.05289993626513703,0.5232632249840663,1965.0,2022
340010113001,70227.0,0.2830188679245283,,0.08396946564885496,0.22137404580152675,1960.0,2022
340010113002,87768.0,0.33277591973244147,,0.0771586037966932,0.14451928965094918,1966.0,2022
340010113003,86686.0,0.245260663507109,,0.05453770771197273,0.38985939497230504,1973.0,2022
340010114011,128068.0,0.03172205438066465,,0.02290889717634523,0.12786361214704312,1981.0,2022
340010114012,92073.0,0.42920353982300885,,0.1283704572098476,0.37983587338804226,1958.0,2022
340010114013,90000.0,0.09490740740740741,,0.037914691943127965,0.2758293838862559,1984.0,2022
340010114031,127031.0,0.038506417736289385,,0.03386127799016931,0.2583287820862916,1995.0,2022
340010114032,49792.0,0.012515644555694618,,0.07561436672967864,0.2977315689981096,1988.0,2022
340010114033,114286.0,0.0,,0.05630252100840336,0.4915966386554622,2001.0,2022
340010114041,110650.0,0.17227722772277226,,0.0,0.18627450980392157,1990.0,2022
340010114042,71417.0,0.11057692307692307,,0.02982107355864811,0.501325381047051,2000.0,2022
340010114043,103739.0,0.03186558516801854,,0.020823244552058112,0.4019370460048426,2005.0,2022
340010114044,,0.07200929152148665,,0.023213194868662187,0.34697617593158214,1987.0,2022
340010115001,101463.0,0.05229793977812995,,0.060085836909871244,0.14216738197424894,1978.0,2022
340010115002,100808.0,0.1381668946648427,,0.043878273177636234,0.467445152158528,1984.0,2022
340010115003,56216.0,0.13972055888223553,,0.06688493919550982,0.32460243217960716,1964.0,2022
340010116001,65642.0,0.08282674772036475,,0.0,0.13516024152345563,1990.0,2022
340010116002,77396.0,0.13708260105448156,,0.08626465661641541,0.2847571189279732,1992.0,2022
340010116003,112955.0,0.08857142857142856,,0.04537521815008726,0.1285631180919139,1985.0,2022
340010117021,100278.0,0.15185185185185185,,0.06418383518225039,0.5847860538827259,1975.0,2022
340010117022,51505.0,0.1323529411764706,,0.031189083820662766,0.5477582846003899,1981.0,2022
340010117031,72632.0,0.034666666666666665,,0.04689203925845147,0.7099236641221374,1992.0,2022
340010117032,88125.0,0.08991228070175439,,0.024434389140271493,0.6452488687782805,1995.0,2022
340010117033,70261.0,0.5826771653543307,,0.05174234424498416,0.46515311510031676,1938.0,2022
340010117041,59559.0,0.03558718861209965,,0.087160751565762,0.43632567849686843,1991.0,2022
340010117042,72685.0,0.16091954022988506,,0.03397683397683398,0.5135135135135135,1978.0,2022
340010118031,,0.1621160409556314,,0.0,0.4576124567474048,1981.0,2022
340010118032,50612.0,0.12390350877192982,,0.150749063670412,0.6484082397003745,1982.0,2022
340010118033,134750.0,0.07834602829162132,,0.05916305916305916,0.18518518518518523,1982.0,2022
340010118041,94983.0,0.080773606370876,,0.07917129115797263,0.5042545320014798,1974.0,2022
340010118042,132578.0,0.1021021021021021,,0.02506426735218509,0.2107969151670951,1983.0,2022
340010118043,83438.0,0.03460514640638864,,0.05771080474511061,0.2446296890028855,1995.0,2022
340010118051,109188.0,0.05636743215031315,,0.0716297786720322,0.2334004024144869,1989.0,2022
340010118061,120417.0,0.0,,0.10779352226720648,0.42004048582995956,2003.0,2022
340010118062,121055.0,0.0,,0.03876478318002628,0.2010512483574245,1979.0,2022
340010118063,108571.0,0.08133971291866028,,0.09766963673749143,0.3300205620287868,2005.0,2022
340010118071,148750.0,0.15813953488372093,,0.059332509270704575,0.49629171817058093,2002.0,2022
340010118072,120532.0,0.13528138528138528,,0.008199921905505662,0.28270206950409993,1996.0,2022
340010118073,107875.0,0.0,,0.002079002079002079,0.2917532917532918,2003.0,2022
340010118081,158885.0,0.043209876543209874,,0.07909854175872735,0.7273530711444984,1998.0,2022
340010118082,56646.0,0.01488095238095238,,0.06574827802128992,0.22479649342517216,2004.0,2022
340010119011,45319.0,0.48097826086956524,,0.11750788643533124,0.639589905362776,1951.0,2022
